id,wikidata
16,Q821929
41,Q821929
26,Q821929
30,Q821929
0,Q327591
2,Q1611985
1,Q828392
12,Q828392
25,Q828392
5,Q3079712
28,Q837296
15,Q837296
31,Q837296
18,Q2255598
17,Q904585
27,Q904585
3,Q904585
34,Q220847
14,Q904070
24,Q904070
40,Q904070
32,Q904070
8,Q904070
29,Q221480
4,Q221480
33,Q221480
35,Q1068853
38,Q1068853
39,Q372043
21,Q327591
13,Q1325836
10,Q3488112
9,Q3498258
